,index
107141,4916
8754,4917
85354,4918
44020,4919
90738,4920
71902,4921
4744,4922
30,4923
67534,4924
1809,4925
2443,4926
4531,4927
4772,4928
94015,4929
5275,4930
136598,4931
71248,4932
109850,4933
180497,4934
114554,4935
7093,4936
2557,4937
1428,4938
132584,4939
113350,4940
152085,4941
3739,4942
7624,4943
4612,4944
92938,4945
78266,4946
133782,4947
87194,4948
3727,4949
27685,4950
7256,4951
99750,4952
1581,4953
90630,4954
8530,4955
3548,4956
1660,4957
57147,4958
1496,4959
52279,4960
113453,4961
151759,4962
6707,4963
170945,4964
130970,4965
6216,4966
5530,4967
4217,4968
103539,4969
6101,4970
53453,4971
2151,4972
26562,4973
27416,4974
506,4975
3661,4976
84942,4977
5644,4978
4,4979
163639,4980
6615,4981
135803,4982
5573,4983
5116,4984
2439,4985
6280,4986
102007,4987
6724,4988
131714,4989
6442,4990
170399,4991
53578,4992
8195,4993
698,4994
5974,4995
108727,4996
25946,4997
3822,4998
3217,4999
119,5000
91571,5001
6663,5002
102088,5003
26510,5004
424,5005
188797,5006
3115,5007
5121,5008
98585,5009
177593,5010
106839,5011
129397,5012
93040,5013
103596,5014
8782,5015
57637,5016
80478,5017
5856,5018
1533,5019
1325,5020
32898,5021
96,5022
127108,5023
3557,5024
54686,5025
7320,5026
70521,5027
7369,5028
8502,5029
2282,5030
4263,5031
185031,5032
274,5033
5883,5034
26523,5035
2931,5036
3943,5037
91981,5038
26492,5039
102278,5040
152591,5041
42718,5042
4132,5043
172547,5044
6978,5045
2401,5046
106144,5047
103984,5048
95738,5049
27866,5050
6339,5051
70361,5052
5893,5053
4323,5054
90057,5055
109596,5056
27478,5057
6337,5058
54768,5059
936,5060
6210,5061
2609,5062
103609,5063
3501,5064
80727,5065
26131,5066
133832,5067
70994,5068
6286,5069
8835,5070
27708,5071
97904,5072
6476,5073
55036,5074
70301,5075
26630,5076
167854,5077
2034,5078
5387,5079
1005,5080
73676,5081
7394,5082
184053,5083
343,5084
173253,5085
33683,5086
54372,5087
3941,5088
2363,5089
7562,5090
2964,5091
62956,5092
98491,5093
6959,5094
5312,5095
58107,5096
132888,5097
96373,5098
4402,5099
8535,5100
140289,5101
175475,5102
6153,5103
5046,5104
88699,5105
558,5106
89085,5107
2870,5108
3431,5109
55274,5110
92420,5111
58964,5112
177185,5113
27523,5114
134775,5115
148675,5116
117867,5117
1351,5118
8982,5119
4708,5120
8542,5121
87,5122
4484,5123
1621,5124
134021,5125
104644,5126
179119,5127
4211,5128
114246,5129
48045,5130
58309,5131
82167,5132
58332,5133
3862,5134
55205,5135
25782,5136
33085,5137
58376,5138
42191,5139
1202,5140
4699,5141
5879,5142
75416,5143
94011,5144
168350,5145
95949,5146
4251,5147
5435,5148
2181,5149
1468,5150
2026,5151
4583,5152
110781,5153
2497,5154
26828,5155
8743,5156
96110,5157
58842,5158
5580,5159
7889,5160
680,5161
95519,5162
96411,5163
112454,5164
229,5165
4317,5166
4792,5167
92427,5168
4043,5169
90403,5170
5665,5171
93006,5172
71302,5173
70492,5174
160400,5175
3859,5176
130686,5177
113275,5178
6851,5179
1382,5180
85056,5181
7443,5182
152658,5183
5988,5184
4911,5185
7076,5186
179073,5187
7312,5188
8424,5189
91869,5190
173317,5191
37240,5192
5649,5193
1018,5194
37211,5195
526,5196
141799,5197
134524,5198
67618,5199
26472,5200
2544,5201
26587,5202
5189,5203
448,5204
167064,5205
26777,5206
61628,5207
127136,5208
6970,5209
47516,5210
175661,5211
62511,5212
108729,5213
568,5214
298,5215
8427,5216
6889,5217
44241,5218
479,5219
1170,5220
151315,5221
126482,5222
564,5223
2303,5224
55814,5225
6506,5226
120799,5227
104906,5228
7308,5229
75816,5230
141646,5231
3553,5232
48412,5233
365,5234
77931,5235
109317,5236
55946,5237
3678,5238
33499,5239
172705,5240
148172,5241
140956,5242
3196,5243
5334,5244
142598,5245
4722,5246
26599,5247
42761,5248
6483,5249
2784,5250
5080,5251
128914,5252
132454,5253
6335,5254
129313,5255
3596,5256
2740,5257
369,5258
98239,5259
5417,5260
5293,5261
107780,5262
8465,5263
58347,5264
120783,5265
3076,5266
61236,5267
4426,5268
2894,5269
5083,5270
117877,5271
64034,5272
5829,5273
4403,5274
170401,5275
102802,5276
95182,5277
49396,5278
4441,5279
62376,5280
2349,5281
3733,5282
123200,5283
99574,5284
2102,5285
1679,5286
7716,5287
6533,5288
8153,5289
7010,5290
98160,5291
92234,5292
7698,5293
2390,5294
2356,5295
92348,5296
95449,5297
158956,5298
4470,5299
39231,5300
140265,5301
27769,5302
27537,5303
77421,5304
144620,5305
1759,5306
3889,5307
49688,5308
97643,5309
157865,5310
58826,5311
77846,5312
114762,5313
85780,5314
40,5315
6186,5316
2272,5317
2632,5318
3469,5319
183611,5320
164647,5321
4463,5322
57243,5323
68522,5324
182299,5325
4939,5326
4671,5327
7108,5328
168254,5329
65596,5330
4535,5331
141928,5332
1826,5333
4863,5334
102084,5335
4083,5336
62293,5337
148166,5338
117107,5339
110127,5340
131237,5341
7051,5342
2829,5343
33681,5344
109673,5345
61818,5346
88911,5347
124273,5348
7115,5349
3538,5350
30846,5351
8643,5352
7944,5353
74685,5354
56333,5355
2896,5356
61348,5357
67267,5358
7419,5359
61692,5360
84601,5361
59143,5362
176413,5363
144734,5364
4407,5365
43333,5366
32906,5367
49280,5368
26743,5369
117466,5370
4355,5371
5285,5372
111146,5373
4052,5374
128900,5375
69275,5376
5768,5377
3920,5378
102602,5379
2902,5380
161634,5381
70565,5382
34312,5383
505,5384
4727,5385
112370,5386
3423,5387
8610,5388
169958,5389
1397,5390
942,5391
84615,5392
5990,5393
8581,5394
71823,5395
567,5396
128620,5397
79677,5398
134246,5399
5165,5400
71156,5401
2385,5402
8363,5403
6429,5404
3590,5405
31923,5406
8952,5407
6203,5408
3284,5409
7305,5410
4195,5411
5684,5412
7939,5413
2817,5414
3743,5415
3559,5416
71,5417
1866,5418
2537,5419
60857,5420
8906,5421
3329,5422
47124,5423
5637,5424
5651,5425
6040,5426
133217,5427
68959,5428
1489,5429
1191,5430
55577,5431
77866,5432
496,5433
183911,5434
85774,5435
122884,5436
3385,5437
2093,5438
52668,5439
58303,5440
44773,5441
27768,5442
3323,5443
5095,5444
8426,5445
132422,5446
6237,5447
157340,5448
5198,5449
99087,5450
25906,5451
86892,5452
5788,5453
149146,5454
170705,5455
2548,5456
81910,5457
5820,5458
5959,5459
4804,5460
4970,5461
103075,5462
50445,5463
147002,5464
62437,5465
4845,5466
44864,5467
46322,5468
5279,5469
2729,5470
190221,5471
6308,5472
3077,5473
6245,5474
59727,5475
4989,5476
2534,5477
1068,5478
167036,5479
120919,5480
40414,5481
1824,5482
6238,5483
3629,5484
8912,5485
117364,5486
1623,5487
76301,5488
146028,5489
7238,5490
115502,5491
27434,5492
5319,5493
3299,5494
5272,5495
7362,5496
7349,5497
5529,5498
27822,5499
74791,5500
2368,5501
91273,5502
6315,5503
50999,5504
7381,5505
25927,5506
53447,5507
278,5508
80094,5509
7294,5510
4511,5511
4885,5512
2861,5513
7748,5514
2927,5515
5372,5516
51575,5517
179953,5518
2307,5519
1812,5520
47999,5521
176621,5522
65738,5523
55253,5524
2535,5525
43460,5526
70687,5527
51903,5528
4316,5529
27032,5530
167732,5531
59667,5532
2202,5533
7328,5534
75947,5535
321,5536
544,5537
5712,5538
4171,5539
4769,5540
161830,5541
7070,5542
148667,5543
50804,5544
112940,5545
5081,5546
4825,5547
4389,5548
6523,5549
141836,5550
4925,5551
1998,5552
2491,5553
5156,5554
6899,5555
8341,5556
3952,5557
5479,5558
8730,5559
26303,5560
3726,5561
579,5562
7782,5563
107447,5564
145150,5565
5802,5566
5696,5567
80551,5568
44931,5569
36525,5570
78626,5571
163653,5572
55250,5573
55167,5574
3888,5575
1914,5576
458,5577
97923,5578
6671,5579
34811,5580
136449,5581
4663,5582
111844,5583
8235,5584
998,5585
1844,5586
7228,5587
144222,5588
90428,5589
5968,5590
6095,5591
127096,5592
72424,5593
79501,5594
3434,5595
37853,5596
27134,5597
66785,5598
6945,5599
121374,5600
4141,5601
89837,5602
68,5603
117646,5604
3840,5605
141818,5606
120625,5607
5390,5608
188189,5609
104076,5610
6536,5611
78893,5612
95201,5613
6810,5614
6204,5615
55844,5616
26172,5617
2523,5618
3643,5619
5912,5620
3353,5621
4662,5622
95170,5623
179815,5624
27369,5625
6837,5626
54910,5627
170993,5628
134095,5629
169180,5630
6696,5631
51705,5632
5929,5633
107410,5634
95307,5635
1906,5636
4053,5637
3640,5638
155358,5639
5483,5640
179053,5641
134184,5642
3567,5643
2056,5644
96726,5645
96815,5646
1699,5647
113849,5648
4921,5649
7117,5650
31184,5651
97988,5652
32296,5653
104017,5654
3392,5655
6014,5656
97665,5657
72165,5658
5480,5659
7122,5660
27426,5661
2188,5662
102033,5663
114795,5664
184721,5665
26729,5666
110603,5667
8188,5668
60979,5669
2813,5670
4473,5671
3057,5672
4516,5673
3710,5674
79553,5675
38164,5676
26797,5677
100044,5678
2275,5679
165483,5680
149350,5681
165551,5682
5241,5683
7943,5684
2639,5685
62799,5686
618,5687
79224,5688
8978,5689
3071,5690
8012,5691
5539,5692
8125,5693
4459,5694
96004,5695
1928,5696
45361,5697
6344,5698
2764,5699
64278,5700
8385,5701
7179,5702
134326,5703
26870,5704
82202,5705
5646,5706
3677,5707
59026,5708
87234,5709
72178,5710
130634,5711
6268,5712
88094,5713
185029,5714
3953,5715
136540,5716
59333,5717
92637,5718
8491,5719
113186,5720
158783,5721
48416,5722
149354,5723
7027,5724
59118,5725
99910,5726
135787,5727
46231,5728
2575,5729
113862,5730
85796,5731
5427,5732
993,5733
62008,5734
136562,5735
178,5736
1111,5737
27480,5738
26999,5739
54787,5740
3466,5741
2494,5742
8382,5743
131578,5744
6464,5745
2865,5746
63072,5747
155774,5748
3041,5749
103865,5750
74580,5751
3577,5752
70728,5753
1366,5754
60832,5755
45928,5756
76743,5757
129937,5758
2961,5759
84637,5760
703,5761
326,5762
5804,5763
5410,5764
7377,5765
25856,5766
26317,5767
170597,5768
6909,5769
2844,5770
103810,5771
26900,5772
172583,5773
166526,5774
6836,5775
111375,5776
161127,5777
5919,5778
53127,5779
2038,5780
5843,5781
3002,5782
2330,5783
158254,5784
26554,5785
98607,5786
56620,5787
897,5788
4599,5789
5780,5790
6320,5791
128908,5792
5489,5793
43560,5794
115216,5795
4062,5796
5389,5797
3158,5798
5888,5799
4773,5800
32234,5801
39427,5802
48698,5803
25999,5804
6183,5805
3344,5806
100068,5807
61210,5808
1066,5809
4104,5810
2887,5811
26765,5812
92439,5813
4259,5814
87028,5815
979,5816
1829,5817
6220,5818
61729,5819
2676,5820
26750,5821
4622,5822
118082,5823
39234,5824
146,5825
50064,5826
52967,5827
61394,5828
135518,5829
6669,5830
5451,5831
85788,5832
6769,5833
67788,5834
3709,5835
101360,5836
65585,5837
7561,5838
27020,5839
5915,5840
2417,5841
4966,5842
2540,5843
65193,5844
881,5845
7088,5846
3303,5847
26791,5848
948,5849
6244,5850
2166,5851
50851,5852
49961,5853
4914,5854
47970,5855
6603,5856
1529,5857
86028,5858
3265,5859
1904,5860
6347,5861
6269,5862
3906,5863
134808,5864
2066,5865
180263,5866
141830,5867
3171,5868
4649,5869
100527,5870
25886,5871
42004,5872
6009,5873
1862,5874
64501,5875
163809,5876
5596,5877
40597,5878
7348,5879
64,5880
77709,5881
1946,5882
1598,5883
3286,5884
97836,5885
6765,5886
91414,5887
5525,5888
32770,5889
48598,5890
89190,5891
92243,5892
26528,5893
54256,5894
26527,5895
3598,5896
108689,5897
6031,5898
97785,5899
118924,5900
6734,5901
6667,5902
6852,5903
58655,5904
8830,5905
86059,5906
2738,5907
4733,5908
6111,5909
90863,5910
71429,5911
6985,5912
6449,5913
102338,5914
6270,5915
160080,5916
4021,5917
1365,5918
2044,5919
8383,5920
75813,5921
184,5922
1863,5923
146986,5924
168358,5925
109968,5926
8591,5927
109578,5928
5849,5929
179427,5930
33495,5931
59985,5932
5847,5933
499,5934
96964,5935
50792,5936
93980,5937
26347,5938
31260,5939
58105,5940
97870,5941
27176,5942
6530,5943
577,5944
875,5945
8458,5946
58627,5947
1703,5948
3395,5949
71160,5950
169992,5951
43684,5952
2669,5953
83480,5954
6436,5955
6656,5956
86295,5957
81383,5958
82088,5959
2979,5960
1236,5961
79006,5962
130520,5963
2211,5964
49276,5965
31424,5966
45442,5967
39715,5968
167634,5969
26645,5970
5867,5971
8772,5972
6668,5973
4603,5974
32917,5975
7354,5976
3662,5977
5423,5978
2919,5979
3950,5980
2155,5981
5667,5982
134158,5983
64285,5984
89804,5985
7103,5986
1804,5987
108795,5988
7005,5989
31522,5990
89898,5991
6885,5992
2976,5993
5339,5994
132335,5995
3090,5996
3436,5997
147282,5998
279,5999
26467,6000
7940,6001
157369,6002
418,6003
26095,6004
136353,6005
61073,6006
3097,6007
305,6008
3296,6009
26761,6010
32022,6011
33903,6012
6785,6013
126,6014
517,6015
5240,6016
7086,6017
5836,6018
7303,6019
4709,6020
1929,6021
3958,6022
56274,6023
109191,6024
3031,6025
1677,6026
166024,6027
6566,6028
91660,6029
3574,6030
71640,6031
1993,6032
162982,6033
95309,6034
4534,6035
1340,6036
110611,6037
133365,6038
71252,6039
2148,6040
100882,6041
148,6042
2820,6043
2165,6044
3251,6045
3894,6046
152063,6047
171751,6048
882,6049
71147,6050
160718,6051
7132,6052
3091,6053
142074,6054
183959,6055
130976,6056
6939,6057
5941,6058
26133,6059
5008,6060
4822,6061
3197,6062
804,6063
92192,6064
52694,6065
25788,6066
168608,6067
5385,6068
35957,6069
7215,6070
7357,6071
136850,6072
3350,6073
3626,6074
149902,6075
68952,6076
152091,6077
1439,6078
3806,6079
3572,6080
48649,6081
86293,6082
32582,6083
49772,6084
7050,6085
96945,6086
114818,6087
37382,6088
7104,6089
25771,6090
90430,6091
6148,6092
76173,6093
66915,6094
5465,6095
1395,6096
5106,6097
86142,6098
2358,6099
114074,6100
26901,6101
31973,6102
55620,6103
100397,6104
72142,6105
106927,6106
1939,6107
180777,6108
4074,6109
90576,6110
4031,6111
86960,6112
4580,6113
25923,6114
242,6115
26741,6116
98203,6117
149144,6118
131023,6119
158035,6120
27491,6121
619,6122
140850,6123
759,6124
86548,6125
4337,6126
6327,6127
56379,6128
90603,6129
1730,6130
166183,6131
8137,6132
135198,6133
157200,6134
5537,6135
4932,6136
6067,6137
4126,6138
2469,6139
105954,6140
935,6141
147300,6142
26231,6143
170939,6144
7835,6145
2099,6146
132,6147
7234,6148
6412,6149
165139,6150
8494,6151
2430,6152
110281,6153
331,6154
6239,6155
46862,6156
50147,6157
495,6158
1352,6159
63239,6160
1987,6161
27311,6162
8831,6163
4927,6164
116138,6165
131724,6166
81791,6167
42946,6168
148709,6169
304,6170
906,6171
164280,6172
2408,6173
127114,6174
132618,6175
3433,6176
2172,6177
38388,6178
172585,6179
7934,6180
1785,6181
1631,6182
929,6183
141994,6184
2071,6185
4572,6186
161290,6187
8456,6188
363,6189
7075,6190
43558,6191
27674,6192
662,6193
6005,6194
6625,6195
4178,6196
8241,6197
55207,6198
4387,6199
6853,6200
46974,6201
93819,6202
2315,6203
129,6204
136016,6205
6514,6206
112727,6207
3374,6208
8526,6209
193567,6210
1609,6211
6306,6212
73929,6213
8774,6214
4529,6215
124859,6216
99728,6217
53468,6218
136664,6219
40870,6220
104303,6221
3456,6222
106642,6223
101362,6224
4198,6225
91104,6226
72591,6227
183227,6228
109895,6229
1519,6230
2654,6231
26169,6232
828,6233
4782,6234
6971,6235
6170,6236
4600,6237
8008,6238
165947,6239
3933,6240
45969,6241
4754,6242
7815,6243
173355,6244
2092,6245
1151,6246
60766,6247
82366,6248
99,6249
51933,6250
6374,6251
37475,6252
90249,6253
179,6254
158022,6255
1572,6256
3811,6257
5361,6258
4666,6259
95717,6260
94810,6261
6666,6262
42556,6263
110718,6264
5538,6265
95583,6266
2847,6267
86000,6268
5356,6269
99106,6270
7236,6271
170697,6272
5471,6273
3738,6274
128087,6275
2733,6276
2880,6277
2812,6278
80917,6279
174141,6280
99145,6281
3663,6282
93297,6283
2726,6284
5071,6285
143257,6286
108,6287
32515,6288
158874,6289
113705,6290
140725,6291
2257,6292
85179,6293
106594,6294
120138,6295
7065,6296
112512,6297
78746,6298
808,6299
4981,6300
37857,6301
34450,6302
74075,6303
48319,6304
118166,6305
3306,6306
3531,6307
161918,6308
161594,6309
2655,6310
85131,6311
6434,6312
2878,6313
46772,6314
6193,6315
1593,6316
94405,6317
183199,6318
2504,6319
6288,6320
87529,6321
41769,6322
1426,6323
51927,6324
57183,6325
160571,6326
2374,6327
33646,6328
32659,6329
2538,6330
59731,6331
2524,6332
5963,6333
1332,6334
2568,6335
692,6336
7190,6337
7894,6338
7376,6339
4292,6340
8507,6341
722,6342
147374,6343
98124,6344
97194,6345
5953,6346
69529,6347
7845,6348
4068,6349
2025,6350
160730,6351
123310,6352
33564,6353
42013,6354
104837,6355
27328,6356
100579,6357
254,6358
42007,6359
37495,6360
8117,6361
7657,6362
30898,6363
7310,6364
98503,6365
3985,6366
87867,6367
6380,6368
54116,6369
5560,6370
89072,6371
3345,6372
3326,6373
2074,6374
3417,6375
7938,6376
171749,6377
5504,6378
136447,6379
938,6380
1612,6381
91261,6382
3915,6383
1437,6384
340,6385
5209,6386
4675,6387
74696,6388
120807,6389
75341,6390
63540,6391
3405,6392
2210,6393
99992,6394
5513,6395
4420,6396
6804,6397
137859,6398
183197,6399
4818,6400
102852,6401
1279,6402
36931,6403
1542,6404
7266,6405
8951,6406
2593,6407
4947,6408
27839,6409
52831,6410
3768,6411
2212,6412
1643,6413
4427,6414
127202,6415
6349,6416
3858,6417
152270,6418
4160,6419
4395,6420
1008,6421
7834,6422
102025,6423
7096,6424
1601,6425
6510,6426
160341,6427
5054,6428
7896,6429
1083,6430
55729,6431
133867,6432
54745,6433
50610,6434
1430,6435
172229,6436
89281,6437
109183,6438
94266,6439
1011,6440
109864,6441
3896,6442
8938,6443
2848,6444
8532,6445
7742,6446
1992,6447
141820,6448
25752,6449
25952,6450
5477,6451
4285,6452
7017,6453
105254,6454
3394,6455
49389,6456
110669,6457
47491,6458
179135,6459
26717,6460
3179,6461
65135,6462
1016,6463
3141,6464
67193,6465
82848,6466
65740,6467
513,6468
3430,6469
2589,6470
688,6471
3280,6472
25750,6473
6100,6474
5875,6475
101973,6476
3459,6477
127164,6478
2075,6479
179511,6480
8815,6481
5297,6482
9005,6483
569,6484
147286,6485
2815,6486
961,6487
2201,6488
52885,6489
138546,6490
3341,6491
26614,6492
426,6493
1162,6494
2169,6495
3528,6496
8795,6497
48678,6498
4774,6499
50954,6500
26394,6501
147410,6502
107069,6503
944,6504
112580,6505
2164,6506
99638,6507
8405,6508
4313,6509
159161,6510
62208,6511
3810,6512
3746,6513
1177,6514
54908,6515
8275,6516
80,6517
61465,6518
3794,6519
26283,6520
8714,6521
172589,6522
104760,6523
145724,6524
6794,6525
68600,6526
5068,6527
436,6528
94985,6529
32387,6530
93270,6531
2651,6532
33966,6533
95654,6534
166492,6535
122246,6536
89087,6537
132424,6538
7832,6539
173535,6540
6055,6541
96283,6542
2493,6543
80846,6544
8601,6545
78574,6546
4124,6547
88272,6548
6572,6549
3705,6550
7125,6551
62344,6552
65631,6553
3331,6554
42728,6555
4193,6556
26712,6557
7044,6558
3946,6559
840,6560
8492,6561
861,6562
73290,6563
7930,6564
143896,6565
5635,6566
115727,6567
5540,6568
8869,6569
27899,6570
71732,6571
27003,6572
6951,6573
4711,6574
82641,6575
2425,6576
99813,6577
2152,6578
96432,6579
143525,6580
5826,6581
184349,6582
86347,6583
4565,6584
706,6585
2259,6586
143859,6587
3028,6588
50274,6589
7158,6590
116419,6591
122433,6592
182793,6593
1975,6594
85261,6595
4202,6596
189111,6597
94931,6598
131013,6599
1981,6600
189713,6601
48879,6602
134515,6603
149334,6604
129659,6605
127323,6606
3971,6607
113348,6608
5745,6609
55492,6610
5833,6611
8238,6612
96084,6613
4268,6614
65359,6615
72694,6616
135815,6617
3192,6618
3687,6619
3238,6620
160836,6621
7084,6622
60291,6623
50005,6624
112334,6625
27834,6626
251,6627
2590,6628
2357,6629
6395,6630
4826,6631
60487,6632
126420,6633
32511,6634
3324,6635
26350,6636
2759,6637
83,6638
7352,6639
2084,6640
105593,6641
78039,6642
69211,6643
73854,6644
3802,6645
103027,6646
33669,6647
158830,6648
4821,6649
98061,6650
62299,6651
4243,6652
55241,6653
116941,6654
2033,6655
89580,6656
64231,6657
112006,6658
6654,6659
31162,6660
66544,6661
48638,6662
151687,6663
2799,6664
3715,6665
7481,6666
79879,6667
51931,6668
67695,6669
31851,6670
142115,6671
6197,6672
42,6673
6591,6674
5074,6675
3790,6676
5454,6677
26555,6678
27912,6679
30883,6680
135567,6681
26158,6682
49110,6683
2015,6684
1662,6685
2974,6686
5021,6687
2492,6688
26198,6689
112303,6690
8454,6691
7085,6692
1977,6693
4325,6694
3788,6695
60141,6696
50796,6697
8167,6698
33237,6699
26429,6700
5364,6701
6064,6702
5680,6703
384,6704
7161,6705
34323,6706
429,6707
3406,6708
91483,6709
190207,6710
95475,6711
7993,6712
2741,6713
130578,6714
127134,6715
94478,6716
143472,6717
1473,6718
4743,6719
141004,6720
5572,6721
201,6722
295,6723
25959,6724
6629,6725
136503,6726
2055,6727
1867,6728
96832,6729
6695,6730
3795,6731
5632,6732
3475,6733
4012,6734
60522,6735
3813,6736
5741,6737
3930,6738
7217,6739
6448,6740
60538,6741
63768,6742
6509,6743
4517,6744
501,6745
151781,6746
7181,6747
3992,6748
51498,6749
8093,6750
145080,6751
139747,6752
6999,6753
108715,6754
42632,6755
112316,6756
168326,6757
27255,6758
6254,6759
528,6760
84189,6761
1335,6762
7327,6763
26059,6764
5382,6765
127180,6766
7924,6767
140928,6768
8477,6769
4920,6770
157699,6771
25773,6772
55069,6773
5710,6774
7811,6775
3660,6776
87785,6777
4860,6778
27692,6779
74228,6780
6060,6781
3634,6782
159690,6783
139859,6784
7786,6785
25947,6786
48596,6787
5601,6788
82744,6789
220,6790
37444,6791
132796,6792
5610,6793
55451,6794
4077,6795
69304,6796
5786,6797
2383,6798
53,6799
8973,6800
8937,6801
43376,6802
5004,6803
136556,6804
26871,6805
5475,6806
148978,6807
100906,6808
8954,6809
4661,6810
1458,6811
96530,6812
109633,6813
2520,6814
4158,6815
718,6816
5607,6817
941,6818
334,6819
7382,6820
879,6821
1571,6822
171811,6823
71867,6824
71484,6825
27186,6826
1516,6827
6313,6828
5168,6829
1312,6830
56060,6831
5300,6832
606,6833
6982,6834
71106,6835
180265,6836
7767,6837
6974,6838
115828,6839
55995,6840
26726,6841
6890,6842
4788,6843
7023,6844
2187,6845
43869,6846
4985,6847
1495,6848
6763,6849
105731,6850
1412,6851
74624,6852
4419,6853
26151,6854
165101,6855
4159,6856
142456,6857
42422,6858
156553,6859
102984,6860
4961,6861
146244,6862
138798,6863
139642,6864
145994,6865
7028,6866
5425,6867
53280,6868
8813,6869
627,6870
27513,6871
66090,6872
111785,6873
4490,6874
166015,6875
53956,6876
6702,6877
2227,6878
6263,6879
6358,6880
312,6881
5581,6882
5414,6883
6051,6884
118290,6885
145935,6886
88697,6887
78174,6888
149590,6889
3338,6890
1626,6891
160438,6892
112460,6893
77798,6894
95624,6895
129250,6896
50158,6897
126577,6898
44399,6899
98361,6900
70533,6901
109161,6902
7061,6903
73211,6904
126430,6905
33644,6906
2327,6907
72603,6908
2748,6909
4766,6910
95771,6911
450,6912
7064,6913
148632,6914
180987,6915
42176,6916
8035,6917
2070,6918
170937,6919
2810,6920
1554,6921
71131,6922
6869,6923
173963,6924
2928,6925
26401,6926
8727,6927
4770,6928
152173,6929
1447,6930
27156,6931
143367,6932
766,6933
135777,6934
5244,6935
3403,6936
59103,6937
1268,6938
55444,6939
96811,6940
4042,6941
1933,6942
168248,6943
112804,6944
54185,6945
8959,6946
170827,6947
3414,6948
8713,6949
3571,6950
84246,6951
674,6952
2482,6953
68269,6954
3013,6955
128520,6956
6452,6957
129657,6958
93598,6959
6329,6960
147330,6961
7134,6962
166534,6963
56715,6964
4451,6965
98499,6966
85736,6967
130083,6968
3959,6969
3420,6970
6688,6971
4879,6972
6330,6973
521,6974
74532,6975
9008,6976
52952,6977
136305,6978
67361,6979
4568,6980
3283,6981
143385,6982
536,6983
4574,6984
100159,6985
31114,6986
168144,6987
8531,6988
7477,6989
142020,6990
1417,6991
2156,6992
45635,6993
111320,6994
7087,6995
102070,6996
147657,6997
172825,6998
7262,6999
46572,7000
5980,7001
27105,7002
32179,7003
157270,7004
94896,7005
165489,7006
341,7007
139994,7008
71379,7009
75395,7010
1475,7011
2618,7012
7979,7013
4719,7014
6425,7015
26082,7016
159717,7017
189333,7018
6049,7019
40851,7020
45730,7021
5398,7022
4438,7023
7107,7024
921,7025
98083,7026
7386,7027
38583,7028
160422,7029
8266,7030
4240,7031
2560,7032
2552,7033
94160,7034
3063,7035
7756,7036
151739,7037
3204,7038
62394,7039
113780,7040
3691,7041
102,7042
84950,7043
171917,7044
1859,7045
25905,7046
26903,7047
69495,7048
183317,7049
74553,7050
3310,7051
5341,7052
2843,7053
156371,7054
157172,7055
3162,7056
4537,7057
1328,7058
110297,7059
4081,7060
155064,7061
27155,7062
1300,7063
27555,7064
2481,7065
1255,7066
4278,7067
7026,7068
5633,7069
72405,7070
1354,7071
95088,7072
72701,7073
158398,7074
72,7075
118985,7076
5446,7077
110773,7078
44225,7079
179133,7080
3138,7081
117511,7082
6935,7083
190213,7084
6574,7085
79242,7086
1363,7087
4846,7088
44929,7089
670,7090
187541,7091
157130,7092
4518,7093
145418,7094
97172,7095
31610,7096
5322,7097
110586,7098
49130,7099
92674,7100
3230,7101
27320,7102
5282,7103
67799,7104
105755,7105
1727,7106
51698,7107
3447,7108
7326,7109
949,7110
4704,7111
71668,7112
162344,7113
2625,7114
5424,7115
78264,7116
127390,7117
131610,7118
26701,7119
172215,7120
91974,7121
6803,7122
84523,7123
62553,7124
4079,7125
3983,7126
34532,7127
7743,7128
175293,7129
735,7130
44633,7131
2693,7132
4293,7133
74324,7134
8019,7135
5437,7136
46664,7137
635,7138
98122,7139
103883,7140
25805,7141
4630,7142
96861,7143
85397,7144
102378,7145
4194,7146
77893,7147
1390,7148
93022,7149
7773,7150
1497,7151
5773,7152
72479,7153
44694,7154
7037,7155
69904,7156
7560,7157
1642,7158
75803,7159
697,7160
1926,7161
32019,7162
6816,7163
1893,7164
5882,7165
85367,7166
848,7167
80615,7168
52715,7169
4390,7170
5512,7171
4464,7172
168418,7173
156706,7174
5685,7175
2897,7176
414,7177
87444,7178
1941,7179
1696,7180
126088,7181
152284,7182
3467,7183
97860,7184
112897,7185
75446,7186
81018,7187
128488,7188
64497,7189
8809,7190
8943,7191
60760,7192
5333,7193
34153,7194
2752,7195
33834,7196
2498,7197
127204,7198
6295,7199
574,7200
4139,7201
2320,7202
86668,7203
3529,7204
89939,7205
183301,7206
26913,7207
88954,7208
159193,7209
3737,7210
65642,7211
1456,7212
158813,7213
4710,7214
5202,7215
3712,7216
5415,7217
175705,7218
5896,7219
301,7220
430,7221
2306,7222
2347,7223
6298,7224
148424,7225
170355,7226
82053,7227
92198,7228
3835,7229
34330,7230
69849,7231
86345,7232
37545,7233
180985,7234
89388,7235
93320,7236
49314,7237
96606,7238
90439,7239
4957,7240
143001,7241
5226,7242
97470,7243
48883,7244
86320,7245
1990,7246
115969,7247
6786,7248
180095,7249
5353,7250
3846,7251
100810,7252
5460,7253
2577,7254
88267,7255
6744,7256
128089,7257
25797,7258
7984,7259
33126,7260
2582,7261
5891,7262
3767,7263
5231,7264
1825,7265
114028,7266
7321,7267
5503,7268
136564,7269
